size;array;vector;bst;deque;bittrick deque;tiered vector (k=2);bittrick tiered vector (k=2);deque tiered vector (k=2)
408000;0.035896;0.0213394;0.00154863;0.346209;0.0697428;0.00220866;0.00106584;0.00190075
407500;0.0305305;0.0205834;0.00153876;0.331656;0.0660266;0.00219801;0.00103821;0.00190904
407000;0.0301199;0.0208246;0.00154271;0.348447;0.0707992;0.00216011;0.001039;0.00209379
406500;0.0368853;0.0216512;0.00161416;0.340876;0.0681993;0.00224617;0.00107848;0.00221814
406000;0.0295736;0.0210709;0.00152968;0.322337;0.0654511;0.00220077;0.00107216;0.00197892
405500;0.0315336;0.0205577;0.00150442;0.34166;0.0676167;0.00218024;0.00104334;0.0019351
405000;0.0304018;0.0208949;0.00148389;0.320589;0.070663;0.00219287;0.00104216;0.00196312
404500;0.0305842;0.0223756;0.00147955;0.328094;0.0655296;0.00234643;0.00106861;0.00228722
404000;0.029705;0.0212691;0.0014981;0.335382;0.0673625;0.00235275;0.00106782;0.002108
403500;0.0294682;0.0207362;0.00150323;0.334248;0.0683517;0.00229906;0.00103742;0.00207287
403000;0.0286574;0.0211084;0.00154547;0.345645;0.0673739;0.00228209;0.00105045;0.00204681
402500;0.029332;0.0203813;0.00157232;0.348034;0.0701941;0.00222643;0.00102597;0.00196668
402000;0.0291315;0.0207429;0.00153087;0.329512;0.0648072;0.00223945;0.00103466;0.00189957
401500;0.0305494;0.0206304;0.0015135;0.351096;0.0695913;0.00223077;0.0011819;0.00194339
401000;0.0282156;0.0219141;0.00154034;0.343314;0.0678614;0.00221024;0.00109861;0.00203655
400500;0.0288251;0.019452;0.00148271;0.334185;0.0675362;0.00210011;0.000988076;0.00192681
400000;0.0286751;0.0218087;0.00155179;0.303692;0.0612299;0.00221893;0.00106703;0.00182062
399500;0.034403;0.0207595;0.00153955;0.354989;0.0712658;0.00208945;0.00100505;0.00201879
399000;0.0291232;0.0214037;0.00154508;0.327542;0.0654558;0.00223314;0.00107887;0.00184272
398500;0.0285133;0.0200864;0.00156205;0.339049;0.067098;0.00208629;0.000996761;0.00184036
398000;0.0349439;0.020851;0.00154587;0.343282;0.0679218;0.00217116;0.00102834;0.00188773
397500;0.0318809;0.0217073;0.00153442;0.332568;0.0672038;0.00212537;0.00102795;0.00188457
